PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1631108,Max,Christie,Max Christie,"Christie, Max",M. Christie,max-christie,2003-02-10T00:00:00,Michigan State,USA,Michigan State/USA,6-5,190.0,2,0.0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,max_christie,2022,2024,Y,Y,Y,2022,2,35,N
1630528,Josh,Christopher,Josh Christopher,"Christopher, Josh",J. Christopher,josh-christopher,2001-12-08T00:00:00,Arizona State,USA,Arizona State/USA,6-4,215.0,2,8.0,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,josh_christopher,2021,2024,Y,Y,Y,2021,1,24,N
1631321,Sidy,Cissoko,Sidy Cissoko,"Cissoko, Sidy",S. Cissoko,sidy-cissoko,2004-04-02T00:00:00,NBA G League Ignite,France,NBA G League Ignite/France,6-6,200.0,1,25.0,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,sidy_cissoko,2022,2024,Y,Y,Y,2023,2,44,N
1641740,Jaylen,Clark,Jaylen Clark,"Clark, Jaylen",J. Clark,jaylen-clark,2001-10-13T00:00:00,UCLA,USA,UCLA/USA,6-4,205.0,0,22.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaylen_clark,2023,2024,Y,Y,Y,2023,2,53,N
1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215.0,5,15.0,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2024,N,Y,Y,2019,1,21,N
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-3,194.0,10,0.0,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2024,Y,Y,Y,2014,2,46,N
1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215.0,5,33.0,Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2024,Y,Y,Y,2019,2,31,N
1642270,Donovan,Clingan,Donovan Clingan,"Clingan, Donovan",D. Clingan,donovan-clingan,2004-02-23T00:00:00,Connecticut,USA,Connecticut/USA,7-2,280.0,0,23.0,Center,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,donovan_clingan,2024,2024,N,Y,Y,2024,1,7,N
1641730,Noah,Clowney,Noah Clowney,"Clowney, Noah",N. Clowney,noah-clowney,2004-07-14T00:00:00,Alabama,USA,Alabama/USA,6-9,210.0,1,21.0,Forward-Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,noah_clowney,2023,2024,Y,Y,Y,2023,1,21,N
1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210.0,5,7.0,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642268,Isaiah,Collier,Isaiah Collier,"Collier, Isaiah",I. Collier,isaiah-collier,2004-10-08T00:00:00,Southern California,USA,Southern California/USA,6-3,210.0,0,13.0,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,tmp_isaiah_collier,2024,2024,Y,Y,Y,2024,1,29,N
1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226.0,7,20.0,Forward-Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,john_collins,2017,2024,N,Y,Y,2017,1,19,N
1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250.0,6,12.0,Forward-Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_collins,2017,2024,Y,Y,Y,2017,1,10,N
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-0,175.0,17,10.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007,2024,N,Y,Y,2007,1,4,N
1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209.0,9,24.0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2024,N,Y,Y,2015,2,41,N
1641731,Bilal,Coulibaly,Bilal Coulibaly,"Coulibaly, Bilal",B. Coulibaly,bilal-coulibaly,2004-07-26T00:00:00,Metropolitans 92,France,Metropolitans 92/France,6-8,195.0,1,0.0,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,bilal_coulibaly,2023,2024,N,Y,Y,2023,1,7,N
1641741,Ricky,Council IV,Ricky Council IV,"Council IV, Ricky",R. Council IV,ricky-council-iv,2001-08-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,207.0,1,14.0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,ricky_council_iv,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-5,221.0,7,12.0,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,torrey_craig,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642384,Isaiah,Crawford,Isaiah Crawford,"Crawford, Isaiah",I. Crawford,isaiah-crawford,2001-11-01T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,220.0,0,24.0,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,isaiah_crawford,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235.0,12,99.0,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jae_crowder,2012,2024,Y,Y,Y,2012,2,34,N
1630595,Cade,Cunningham,Cade Cunningham,"Cunningham, Cade",C. Cunningham,cade-cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220.0,3,2.0,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021,2024,N,Y,Y,2021,1,1,N
203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-1,185.0,10,30.0,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,seth_curry,2013,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185.0,15,30.0,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2024,N,Y,Y,2009,1,7,Y
1642359,Pacome,Dadiet,Pacome Dadiet,"Dadiet, Pacome",P. Dadiet,pacome-dadiet,2005-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-8,210.0,0,4.0,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,pacome_dadiet,2024,2024,Y,Y,Y,2024,1,25,N
1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199.0,2,5.0,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,dyson_daniels,2021,2024,Y,Y,Y,2022,1,8,N
1642368,N'Faly,Dante,N'Faly Dante,"Dante, N'Faly",N. Dante,nfaly-dante,2001-10-19T00:00:00,Oregon,Mali,Oregon/Mali,6-11,230.0,0,3.0,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,nfaly_dante,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253.0,12,3.0,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,anthony_davis,2012,2024,N,Y,Y,2012,1,1,Y
1631098,Johnny,Davis,Johnny Davis,"Davis, Johnny",J. Davis,johnny-davis,2002-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,195.0,2,,Guard,Inactive,Y,0,,,,,johnny_davis,2022,2024,Y,Y,Y,2022,1,10,N
1631120,JD,Davison,JD Davison,"Davison, JD",J. Davison,jd-davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195.0,2,20.0,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jd_davison,2022,2024,Y,Y,Y,2022,2,53,N
201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220.0,15,10.0,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,demar_derozan,2009,2024,N,Y,Y,2009,1,9,N
1642484,RayJ,Dennis,RayJ Dennis,"Dennis, RayJ",R. Dennis,rayj-dennis,2001-03-30T00:00:00,Baylor,USA,Baylor/USA,6-2,180.0,0,10.0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,rayj_dennis,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203.0,6,0.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,donte_divincenzo,2018,2024,Y,Y,Y,2018,1,17,N
1631217,Moussa,Diabaté,Moussa Diabaté,"Diabaté, Moussa",M. Diabaté,moussa-diabaté,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-9,210.0,2,14.0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,moussa_diabate,2022,2024,Y,Y,Y,2022,2,43,N
1641711,Gradey,Dick,Gradey Dick,"Dick, Gradey",G. Dick,gradey-dick,2003-11-20T00:00:00,Kansas,USA,Kansas/USA,6-6,200.0,1,1.0,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,gradey_dick,2023,2024,Y,Y,Y,2023,1,13,N
1631172,Ousmane,Dieng,Ousmane Dieng,"Dieng, Ousmane",O. Dieng,ousmane-dieng,2003-05-21T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-9,185.0,2,13.0,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,ousmane_dieng,2022,2024,Y,Y,Y,2022,1,11,N
1642265,Rob,Dillingham,Rob Dillingham,"Dillingham, Rob",R. Dillingham,rob-dillingham,2005-01-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,175.0,0,4.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rob_dillingham,2024,2024,Y,Y,Y,2024,1,8,N
203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215.0,10,26.0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,spencer_dinwiddie,2014,2024,Y,Y,Y,2014,2,38,N
1629029,Luka,Dončić,Luka Dončić,"Dončić, Luka",L. Dončić,luka-dončić,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-6,230.0,6,77.0,Forward-Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,luka_don,2018,2024,N,Y,Y,2018,1,3,N
1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220.0,5,5.0,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-5,200.0,3,11.0,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,2021,2024,N,Y,Y,2021,2,38,N
1630288,Jeff,Dowtin Jr.,Jeff Dowtin Jr.,"Dowtin Jr., Jeff",J. Dowtin Jr.,jeff-dowtin-jr,1997-05-10T00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,177.0,3,11.0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,jeff_dowtin,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628408,PJ,Dozier,PJ Dozier,"Dozier, PJ",P. Dozier,pj-dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205.0,6,,Guard-Forward,Inactive,Y,0,,,,,pj_dozier,2017,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279.0,12,1.0,Center,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,andre_drummond,2012,2024,N,Y,Y,2012,1,9,N
1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190.0,3,,Guard,Inactive,Y,0,,,,,chris_duarte,2021,2024,Y,Y,Y,2021,1,13,N
1642505,Alex,Ducas,Alex Ducas,"Ducas, Alex",A. Ducas,alex-ducas,2000-12-11T00:00:00,Mount Saint Mary's,Australia,Mount Saint Mary's/Australia,6-7,220.0,0,88.0,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,alex_ducas,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630561,David,Duke Jr.,David Duke Jr.,"Duke Jr., David",D. Duke Jr.,david-duke-jr,1999-10-13T00:00:00,Providence,USA,Providence/USA,6-4,204.0,3,7.0,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,david_duke_jr,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205.0,8,8.0,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,kris_dunn,2016,2024,Y,Y,Y,2016,1,5,N
1642346,Ryan,Dunn,Ryan Dunn,"Dunn, Ryan",R. Dunn,ryan-dunn,2003-01-07T00:00:00,Virginia,USA,Virginia/USA,6-8,216.0,0,0.0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,ryan_dunn,2024,2024,N,Y,Y,2024,1,28,N
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240.0,16,35.0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007,2024,N,Y,Y,2007,1,2,Y
1631105,Jalen,Duren,Jalen Duren,"Duren, Jalen",J. Duren,jalen-duren,2003-11-18T00:00:00,Memphis,USA,Memphis/USA,6-10,250.0,2,0.0,Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jalen_duren,2022,2024,N,Y,Y,2022,1,13,N
1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215.0,2,17.0,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022,2024,N,Y,Y,2022,1,17,N
1641744,Zach,Edey,Zach Edey,"Edey, Zach",Z. Edey,zach-edey,2002-05-14T00:00:00,Purdue,Canada,Purdue/Canada,7-4,305.0,0,14.0,Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_edey,2024,2024,N,Y,Y,2024,1,9,N
1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225.0,4,5.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2024,N,Y,Y,2020,1,1,N
1642399,Jesse,Edwards,Jesse Edwards,"Edwards, Jesse",J. Edwards,jesse-edwards,2000-03-18T00:00:00,West Virginia,Netherlands,West Virginia/Netherlands,7-0,236.0,0,14.0,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jesse_edwards,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642348,Justin,Edwards,Justin Edwards,"Edwards, Justin",J. Edwards,justin-edwards,2003-12-16T00:00:00,Kentucky,USA,Kentucky/USA,6-7,203.0,0,19.0,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tmp_justin_edwards,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630556,Kessler,Edwards,Kessler Edwards,"Edwards, Kessler",K. Edwards,kessler-edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203.0,3,20.0,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kessler_edwards,2021,2024,Y,Y,Y,2021,2,44,N
1631165,Keon,Ellis,Keon Ellis,"Ellis, Keon",K. Ellis,keon-ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-4,175.0,2,23.0,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keon_ellis,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280.0,8,21.0,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2024,N,Y,Y,2014,1,3,N
1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245.0,6,15.0,Forward-Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,drew_eubanks,2018,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641787,Tosan,Evbuomwan,Tosan Evbuomwan,"Evbuomwan, Tosan",T. Evbuomwan,tosan-evbuomwan,2001-02-16T00:00:00,Princeton,United Kingdom,Princeton/United Kingdom,6-7,217.0,1,12.0,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,tosan_evbuomwan,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203957,Danté,Exum,Danté Exum,"Exum, Danté",D. Exum,danté-exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214.0,7,0.0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dante_exum,2014,2024,N,Y,Y,2014,1,5,N
1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240.0,5,,Forward-Center,Inactive,Y,0,,,,,bruno_fernando,2019,2024,Y,Y,Y,2019,2,34,N
1642271,Kyle,Filipowski,Kyle Filipowski,"Filipowski, Kyle",K. Filipowski,kyle-filipowski,2003-11-07T00:00:00,Duke,USA,Duke/USA,6-11,250.0,0,22.0,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kyle_filipowski,2024,2024,Y,Y,Y,2024,2,32,N
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220.0,8,17.0,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,dorian_finney-smith,2016,2024,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1641745,Adam,Flagler,Adam Flagler,"Flagler, Adam",A. Flagler,adam-flagler,1999-12-01T00:00:00,Baylor,USA,Baylor/USA,6-3,180.0,1,14.0,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,adam_flagler,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642280,Trentyn,Flowers,Trentyn Flowers,"Flowers, Trentyn",T. Flowers,trentyn-flowers,2005-03-08T00:00:00,Adelaide,USA,,6-9,185.0,0,9.0,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,trentyn_flowers,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631323,Simone,Fontecchio,Simone Fontecchio,"Fontecchio, Simone",S. Fontecchio,simone-fontecchio,1995-12-09T00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209.0,2,19.0,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,simone_fontecchio,2022,2024,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185.0,7,4.0,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,de'aaron_fox,2017,2024,N,Y,Y,2017,1,5,N
1642402,Enrique,Freeman,Enrique Freeman,"Freeman, Enrique",E. Freeman,enrique-freeman,2000-07-29T00:00:00,Akron,USA,Akron/USA,6-7,220.0,0,8.0,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,enrique_freeman,2024,2024,Y,Y,Y,2024,2,50,N
1642277,Johnny,Furphy,Johnny Furphy,"Furphy, Johnny",J. Furphy,johnny-furphy,2004-12-08T00:00:00,Kansas,Australia,Kansas/Australia,6-9,200.0,0,12.0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,johnny_furphy,2024,2024,Y,Y,Y,2024,2,35,N
1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,265.0,5,21.0,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,daniel_gafford,2019,2024,Y,Y,Y,2019,2,38,N
1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192.0,5,10.0,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019,2024,N,Y,Y,2019,1,5,N
1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243.0,3,55.0,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luka_garza,2021,2024,Y,Y,Y,2021,2,52,N
1641718,Keyonte,George,Keyonte George,"George, Keyonte",K. George,keyonte-george,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185.0,1,3.0,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,keyonte_george,2023,2024,N,Y,Y,2023,1,16,N
1642273,Kyshawn,George,Kyshawn George,"George, Kyshawn",K. George,kyshawn-george,2003-12-12T00:00:00,Miami,Switzerland,Miami/Switzerland,6-8,200.0,0,18.0,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,kyshawn_george,2024,2024,N,Y,Y,2024,1,24,N
202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220.0,14,8.0,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_george,2010,2024,N,Y,Y,2010,1,10,N
201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232.0,15,67.0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,taj_gibson,2009,2024,N,Y,Y,2009,1,26,N
1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216.0,3,3.0,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,josh_giddey,2021,2024,N,Y,Y,2021,1,6,N
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195.0,6,2.0,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2024,N,Y,Y,2018,1,11,N
1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-8,230.0,4,16.0,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020,2024,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195.0,1,12.0,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,collin_gillespie,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258.0,11,27.0,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2024,Y,Y,Y,2013,1,27,N
203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235.0,10,32.0,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2024,N,Y,Y,2014,1,4,N
201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215.0,16,23.0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,eric_gordon,2008,2024,N,Y,Y,2008,1,7,N
